2.3031,0.00068281,1000
2.3011,-2.214e-05,0
2.2998,-0.0012234,0
2.3112,-0.0012186,0
2.3179,0.00019297,0
2.3314,0.0011547,0
2.3381,6.5696e-05,0
2.3428,-0.0019055,0
2.3381,-0.0019005,0
2.334,0.00062882,0
2.3293,0.0023943,0
2.3199,0.00038259,0
2.3058,-0.0032837,0
2.2897,-0.0032712,0
2.2742,0.0013988,0
2.2695,0.0046299,0
2.2796,0.00099887,0
2.285,-0.0055518,0
2.2856,-0.0055454,0
2.2883,0.0025682,0
2.2897,0.0081178,0
2.295,0.001964,0
2.3038,-0.0090097,0
2.3098,-0.0090016,0
2.3125,0.0042984,0
2.33,0.013321,0
2.3354,0.0034118,0
2.3529,-0.014137,0
2.3522,-0.014138,0
2.3636,0.0068812,0
2.3589,0.021085,0
2.3549,0.0055493,0
2.3529,-0.021945,0
2.33,-0.021954,0
2.3119,0.011022,0
2.3011,0.033405,0
2.2883,0.0088298,0
2.2614,-0.035054,0
2.2641,-0.035071,0
2.2782,0.018872,0
2.2883,0.056144,0
2.2964,0.014218,0
2.3065,-0.062867,0
2.3186,-0.062874,0
2.3233,0.040658,0
2.3293,0.11707,0
2.3246,0.022793,0
2.3152,-0.17455,0
2.3132,-0.17437,0
2.3233,0.29006,0
2.3253,1.1516,0
2.332,2.012,0
2.3361,2.4752,0
2.3226,2.4785,0
2.3139,2.2904,0
2.3159,2.2088,0
2.3024,2.2956,0
2.3051,2.4035,0
2.3112,2.4025,0
2.3199,2.3223,0
2.3078,2.2765,0
2.2883,2.3069,0
2.2883,2.3484,0
2.3065,2.3314,0
2.3098,2.2719,0
2.3152,2.2394,0
2.3125,2.263,0
2.3085,2.3022,0
2.3139,2.3077,0
2.3011,2.2826,0
2.2977,2.2682,0
2.3024,2.2853,0
2.3145,2.3121,0
2.3273,2.3196,0
2.334,2.3099,0
2.3287,2.3084,0
2.3273,2.3273,0
2.3206,2.3518,0
2.3145,2.3623,0
2.3119,2.3582,0
2.3179,2.3535,0
2.3287,2.3558,0
2.3374,2.3569,0
2.3441,2.3465,0
2.3435,2.3253,0
2.3287,2.3031,0
2.3071,2.2868,0
2.291,2.2765,0
2.2977,2.2703,0
2.3051,2.2699,0
2.2998,2.2774,0
2.2823,2.291,0
2.2655,2.3051,0
2.2661,2.3155,0
2.285,2.3218,0
2.3004,2.325,0
2.3112,2.3251,0
2.3166,2.322,0
2.3253,2.3177,0
2.334,2.3166,0
2.3441,2.3213,0
2.3529,2.3298,0
2.3569,2.3343,0
2.3603,2.3314,0
2.3596,2.3216,0
2.3421,2.3104,0
2.3394,2.3047,0
2.3327,2.3069,0
2.3145,2.3127,0
2.3004,2.3146,0
2.2944,2.3088,0
2.2937,2.2989,0
2.2991,2.293,0
2.3065,2.2956,0
2.3166,2.3043,0
2.3226,2.3127,0
2.3166,2.316,0
2.3172,2.3142,0
2.3098,2.3095,0
2.2937,2.3041,0
2.2883,2.3003,0
2.2863,2.3009,0
2.2897,2.3081,0
2.2883,2.3199,0
2.2917,2.3303,0
2.2924,2.3337,0
2.2964,2.3296,0
2.3051,2.3223,0
2.3166,2.3165,0
2.33,2.314,0
2.3374,2.315,0
2.3361,2.3209,0
2.33,2.3321,0
2.3246,2.3437,0
2.334,2.3468,0
2.3347,2.3356,0
2.3468,2.3153,0
2.3522,2.299,0
2.3542,2.2955,0
2.3448,2.3009,0
2.3381,2.3021,0
2.334,2.2914,0
2.3098,2.2746,0
2.2789,2.2655,0
2.2594,2.2725,0
2.254,2.2905,0
2.2695,2.3077,0
2.2816,2.3169,0
2.2937,2.321,0
2.3038,2.3269,0
2.3065,2.3378,0
2.3004,2.35,0
2.2984,2.3579,0
2.2977,2.3593,0
